t,count,p,min_prone_overlap,min_n_flights,min_util,int1,int2,int3,int4,n_potential_conflics,E[n_conflicts],total_remaining_conflicts,disruption_occured,recovered,value,prev_action,folder
2,5972,0.66,40.0,1,0.15625,40.0,0.15625,6.25,79.2,3.0,1.98,0,0,0.0,-20.527431038152255,"('swap', '13', '#1')",TRAIN281
3,5972,0.66,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.98,0,0,0.0,-11.51866591924784,"('swap', '17', '#6')",TRAIN281
4,1037,0.66,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN281
1,5942,0.58,30.0,2,0.36764705882352944,60.0,0.7352941176470589,22.058823529411768,17.4,1.0,0.58,0,0,0.0,-23.636948805740815,"('none', 'none', 'none')",TRAIN279
2,5924,0.58,30.0,2,0.328125,60.0,0.65625,19.6875,17.4,1.0,0.58,0,0,0.0,-22.98790972687016,"('none', 'none', 'none')",TRAIN279
3,5840,0.58,30.0,2,0.31666666666666665,60.0,0.6333333333333333,19.0,17.4,1.0,0.58,0,0,0.0,-22.697790949757582,"('none', 'none', 'none')",TRAIN279
4,5806,0.58,30.0,2,0.26785714285714285,60.0,0.5357142857142857,20.357142857142858,17.4,1.0,0.58,0,0,0.0,-22.61823913004604,"('none', 'none', 'none')",TRAIN279
5,5806,0.58,30.0,2,0.2692307692307692,60.0,0.5384615384615384,21.923076923076923,17.4,1.0,0.58,0,0,0.0,-22.058403661805496,"('none', 'none', 'none')",TRAIN279
6,5806,0.58,30.0,2,0.3333333333333333,60.0,0.75,22.5,17.4,1.0,0.58,0,0,0.0,-18.105346657944626,"('none', 'none', 'none')",TRAIN279
7,1759,0.58,0,1,0.2727272727272727,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '14', '#6')",TRAIN279
1,5998,0.77,0.0,1,0.16176470588235295,0.0,0.16176470588235295,0.0,0.0,2.0,1.54,0,0,0.0,-11.648765379474783,"('swap', '24', '#2')",TRAIN283
2,5662,0.77,0.0,1,0.171875,0.0,0.171875,0.0,0.0,2.0,1.54,0,0,0.0,-12.029012743331979,"('none', 'none', 'none')",TRAIN283
3,5580,0.77,0.0,1,0.18333333333333332,0.0,0.18333333333333332,0.0,0.0,2.0,1.54,0,0,0.0,-12.439841249032835,"('none', 'none', 'none')",TRAIN283
4,5216,0.77,0.0,1,0.19642857142857142,0.0,0.19642857142857142,0.0,0.0,2.0,1.54,0,0,0.0,-12.106444394202656,"('none', 'none', 'none')",TRAIN283
5,2324,0.77,0.0,2,0.2692307692307692,0.0,0.7692307692307693,0.0,0.0,1.2987012987012987,1.0,1,1,0.0,-5.0,"('swap', '16', '#5')",TRAIN283
6,1286,0.77,0,1,0.22916666666666666,0,0.3333333333333333,0.0,0,0.0,0,0,1,1.0,0,"('swap', '2', '#3')",TRAIN283
1,5998,0.76,0.0,1,0.22058823529411764,0.0,0.22058823529411764,0.0,0.0,2.0,1.52,0,0,0.0,-8.831177027456244,"('swap', '9', '#6')",TRAIN285
2,5902,0.76,0.0,1,0.234375,0.0,0.234375,0.0,0.0,2.0,1.52,0,0,0.0,-8.822587415758115,"('none', 'none', 'none')",TRAIN285
3,5864,0.76,0.0,1,0.25,0.0,0.25,0.0,0.0,2.0,1.52,0,0,0.0,-8.825317319223647,"('none', 'none', 'none')",TRAIN285
4,5698,0.76,0.0,1,0.23214285714285715,0.0,0.23214285714285715,0.0,0.0,2.0,1.52,0,0,0.0,-8.878281060497686,"('none', 'none', 'none')",TRAIN285
5,5690,0.76,0.0,1,0.3076923076923077,0.0,0.46153846153846156,0.0,0.0,1.0,0.76,0,0,0.0,-4.215854082649326,"('swap', '8', '#2')",TRAIN285
6,1638,0.76,0,0,0.3125,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '18', '#4')",TRAIN285
1,5998,0.79,0.0,2,0.19117647058823528,0.0,0.38235294117647056,0.0,0.0,2.0,1.58,0,0,0.0,-8.544561295978196,"('swap', '13', '#6')",TRAIN287
2,5712,0.79,0.0,3,0.328125,0.0,1.078125,0.0,0.0,1.0,0.79,0,0,0.0,-3.846944456445142,"('swap', '16', '#2')",TRAIN287
3,1629,0.79,0,2,0.31666666666666665,0,0.9333333333333333,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '10', '#2')",TRAIN287
1,5998,0.89,15.0,1,0.29411764705882354,15.0,0.29411764705882354,4.411764705882353,26.7,2.0,1.78,0,0,0.0,-29.299982109334316,"('swap', '17', '#3')",TRAIN286
2,5962,0.89,15.0,1,0.25,15.0,0.25,3.75,26.7,2.0,1.78,0,0,0.0,-29.34970410769421,"('none', 'none', 'none')",TRAIN286
3,5926,0.89,15.0,1,0.23333333333333334,15.0,0.23333333333333334,3.5,26.7,2.0,1.78,0,0,0.0,-29.373864083634672,"('none', 'none', 'none')",TRAIN286
4,5896,0.89,15.0,1,0.17857142857142858,15.0,0.17857142857142858,2.678571428571429,26.7,2.0,1.78,0,0,0.0,-29.400248279074443,"('none', 'none', 'none')",TRAIN286
5,5760,0.89,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.89,0,0,0.0,-4.50437522628601,"('swap', '5', '#2')",TRAIN286
6,1789,0.89,0,1,0.3541666666666667,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '10', '#2')",TRAIN286
1,5998,0.81,15.0,2,0.2647058823529412,30.0,0.5294117647058824,7.9411764705882355,24.3,2.0,1.62,0,0,0.0,-28.700411612101977,"('swap', '6', '#3')",TRAIN290
2,5994,0.81,0.0,2,0.3125,0.0,0.9375,0.0,0.0,1.0,0.81,0,0,0.0,-3.337975960732196,"('swap', '4', '#4')",TRAIN290
3,1661,0.81,0,1,0.38333333333333336,0,0.48333333333333334,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '21', '#4')",TRAIN290
1,5998,0.86,15.0,2,0.36764705882352944,30.0,0.8529411764705882,12.794117647058822,25.8,2.0,1.72,0,0,0.0,-18.689224880090528,"('swap', '6', '#3')",TRAIN288
2,5972,0.86,0.0,2,0.296875,0.0,0.59375,0.0,0.0,1.0,0.86,0,0,0.0,-8.821135800379679,"('swap', '10', '#4')",TRAIN288
3,5970,0.86,0.0,2,0.4166666666666667,0.0,1.1333333333333333,0.0,0.0,1.0,0.86,0,0,0.0,-9.393906475696078,"('none', 'none', 'none')",TRAIN288
4,1845,0.86,0,1,0.375,0,0.5357142857142857,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '24', '#6')",TRAIN288
1,5998,0.72,60.0,1,0.20588235294117646,60.0,0.20588235294117646,12.352941176470587,86.39999999999999,2.0,1.44,0,0,0.0,-73.4003930160915,"('swap', '23', '#5')",TRAIN291
2,5982,0.72,0.0,2,0.296875,0.0,0.59375,0.0,0.0,1.0,0.72,0,0,0.0,-3.284086370502903,"('swap', '24', '#2')",TRAIN291
3,5982,0.72,0.0,2,0.26666666666666666,0.0,0.5333333333333333,0.0,0.0,1.0,0.72,0,0,0.0,-3.3950863263105413,"('none', 'none', 'none')",TRAIN291
4,1455,0.72,0,2,0.375,0,1.0714285714285714,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '18', '#2')",TRAIN291
1,5998,0.55,0,1,0.11764705882352941,0,0.11764705882352941,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('swap', '24', '#5')",TRAIN289
2,5998,0.55,0,1,0.109375,0,0.109375,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN289
3,5998,0.55,0,1,0.11666666666666667,0,0.11666666666666667,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN289
4,5998,0.55,0,1,0.08928571428571429,0,0.08928571428571429,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN289
5,5998,0.55,0,1,0.34615384615384615,0,0.46153846153846156,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN289
6,1635,0.55,0,1,0.2916666666666667,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('none', 'none', 'none')",TRAIN289
1,5998,0.55,60.0,1,0.25,60.0,0.25,15.0,99.00000000000001,3.0,1.6500000000000001,0,0,0.0,-41.10116801097723,"('swap', '14', '#2')",TRAIN292
2,5998,0.55,60.0,1,0.234375,60.0,0.234375,14.0625,66.0,2.0,1.1,0,0,0.0,-20.70608198957577,"('swap', '17', '#5')",TRAIN292
3,5996,0.55,60.0,1,0.2,60.0,0.2,12.0,66.0,2.0,1.1,0,0,0.0,-19.656759847596206,"('none', 'none', 'none')",TRAIN292
4,5978,0.55,45.0,2,0.26785714285714285,120.0,0.5357142857142857,32.14285714285714,24.750000000000004,1.0,0.55,0,0,0.0,-13.240811441976236,"('swap', '6', '#6')",TRAIN292
5,3322,0.55,15.0,2,0.3076923076923077,45.0,0.7692307692307693,14.711538461538463,15.0,1.8181818181818181,1.0,1,1,0.0,-25.0,"('swap', '3', '#6')",TRAIN292
6,1661,0.55,0,1,0.25,0,0.3333333333333333,0.0,0,0.0,0,0,1,1.0,0,"('swap', '4', '#3')",TRAIN292
1,5980,0.78,0.0,3,0.35294117647058826,0.0,1.0588235294117647,0.0,0.0,1.0,0.78,0,0,0.0,-7.246317354387216,"('swap', '10', '#3')",TRAIN295
2,679,0.78,0,3,0.328125,0,0.984375,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN295
1,5998,0.82,0.0,2,0.27941176470588236,0.0,0.5588235294117647,0.0,0.0,1.0,0.82,0,0,0.0,-3.9257337842108395,"('swap', '4', '#4')",TRAIN293
2,5998,0.82,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.82,0,0,0.0,-3.909814210748887,"('none', 'none', 'none')",TRAIN293
3,5998,0.82,0.0,2,0.21666666666666667,0.0,0.43333333333333335,0.0,0.0,1.0,0.82,0,0,0.0,-4.08396812445066,"('none', 'none', 'none')",TRAIN293
4,543,0.82,0,2,0.16071428571428573,0,0.32142857142857145,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN293
1,5998,0.76,90.0,1,0.19117647058823528,210.0,0.19117647058823528,40.147058823529406,68.4,1.0,0.76,0,0,0.0,-135.21458028671435,"('swap', '18', '#4')",TRAIN299
2,5998,0.76,90.0,1,0.375,210.0,0.375,78.75,68.4,1.0,0.76,0,0,0.0,-131.79045464857205,"('none', 'none', 'none')",TRAIN299
3,2325,0.76,0,0,0.3333333333333333,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '6', '#2')",TRAIN299
1,5826,0.63,60.0,1,0.25,180.0,0.25,78.75,37.8,1.0,0.63,0,0,0.0,-110.09227682499491,"('swap', '5', '#6')",TRAIN296
2,5708,0.63,60.0,1,0.203125,180.0,0.203125,63.984375,37.8,1.0,0.63,0,0,0.0,-110.34697499185447,"('none', 'none', 'none')",TRAIN296
3,5326,0.63,60.0,1,0.15,180.0,0.15,47.25,37.8,1.0,0.63,0,0,0.0,-110.78567357107303,"('none', 'none', 'none')",TRAIN296
4,5524,0.63,15.0,1,0.14285714285714285,30.0,0.14285714285714285,11.25,9.45,1.0,0.63,0,0,0.0,-16.850762200842095,"('swap', '4', '#6')",TRAIN296
5,1039,0.63,0,1,0.1346153846153846,0,0.1346153846153846,0.0,0,0.0,0,0,0,0.0,0,"('none', 'none', 'none')",TRAIN296
1,5998,0.84,0.0,0,0.23529411764705882,0.0,0.0,0.0,0.0,2.0,1.68,0,0,0.0,-8.864847728988236,"('swap', '10', '#4')",TRAIN294
2,5956,0.84,0.0,0,0.1875,0.0,0.0,0.0,0.0,2.0,1.68,0,0,0.0,-8.968607802051704,"('none', 'none', 'none')",TRAIN294
3,5950,0.84,0.0,0,0.15,0.0,0.0,0.0,0.0,2.0,1.68,0,0,0.0,-9.162250588574588,"('none', 'none', 'none')",TRAIN294
4,5920,0.84,0.0,0,0.08928571428571429,0.0,0.0,0.0,0.0,2.0,1.68,0,0,0.0,-9.385224587512614,"('none', 'none', 'none')",TRAIN294
5,5600,0.84,0.0,0,0.019230769230769232,0.0,0.0,0.0,0.0,2.0,1.68,0,0,0.0,-9.467454677627973,"('none', 'none', 'none')",TRAIN294
6,5456,0.84,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.68,0,0,0.0,-9.146872340102846,"('none', 'none', 'none')",TRAIN294
7,5080,0.84,0.0,1,0.1590909090909091,0.0,0.1590909090909091,0.0,0.0,1.1904761904761905,1.0,1,1,0.0,-5.000000000000002,"('swap', '7', '#3')",TRAIN294
8,1777,0.84,0,0,0.25,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '17', '#3')",TRAIN294
1,5998,0.85,0.0,3,0.3088235294117647,0.0,0.9264705882352942,0.0,0.0,1.0,0.85,0,0,0.0,-4.507232711475418,"('swap', '4', '#3')",TRAIN300
2,5998,0.85,0.0,3,0.34375,0.0,1.03125,0.0,0.0,1.0,0.85,0,0,0.0,-4.625427681537261,"('none', 'none', 'none')",TRAIN300
3,1636,0.85,0,2,0.3333333333333333,0,0.8333333333333334,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '12', '#4')",TRAIN300
1,5998,0.65,60.0,1,0.22058823529411764,60.0,0.22058823529411764,13.235294117647058,39.0,1.0,0.65,0,0,0.0,-48.60502798549138,"('swap', '22', '#3')",TRAIN297
2,5986,0.65,60.0,1,0.171875,60.0,0.171875,10.3125,39.0,1.0,0.65,0,0,0.0,-49.64379997959507,"('none', 'none', 'none')",TRAIN297
3,5962,0.65,60.0,1,0.18333333333333332,60.0,0.18333333333333332,11.0,39.0,1.0,0.65,0,0,0.0,-51.5982336817174,"('none', 'none', 'none')",TRAIN297
4,5962,0.65,60.0,1,0.44642857142857145,60.0,0.5535714285714286,33.214285714285715,39.0,1.0,0.65,0,0,0.0,-47.26032328776816,"('none', 'none', 'none')",TRAIN297
5,371,0.65,0,1,0.40384615384615385,0,0.5961538461538461,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '21', '#1')",TRAIN297
1,5804,0.75,0.0,1,0.22058823529411764,0.0,0.22058823529411764,0.0,0.0,1.0,0.75,0,0,0.0,-3.4176717586405205,"('swap', '10', '#4')",TRAIN298
2,5804,0.75,0.0,1,0.171875,0.0,0.171875,0.0,0.0,1.0,0.75,0,0,0.0,-3.368081364388153,"('none', 'none', 'none')",TRAIN298
3,5804,0.75,0.0,1,0.15,0.0,0.15,0.0,0.0,1.0,0.75,0,0,0.0,-3.3530312523969243,"('none', 'none', 'none')",TRAIN298
4,5804,0.75,0.0,1,0.16071428571428573,0.0,0.16071428571428573,0.0,0.0,1.0,0.75,0,0,0.0,-3.368450032280742,"('none', 'none', 'none')",TRAIN298
5,5804,0.75,0.0,1,0.17307692307692307,0.0,0.17307692307692307,0.0,0.0,1.0,0.75,0,0,0.0,-3.452970878330897,"('none', 'none', 'none')",TRAIN298
6,5804,0.75,0.0,1,0.1875,0.0,0.1875,0.0,0.0,1.0,0.75,0,0,0.0,-3.9436923830190276,"('none', 'none', 'none')",TRAIN298
7,1617,0.75,0,1,0.22727272727272727,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '14', '#3')",TRAIN298
1,4972,0.85,0.0,0,0.058823529411764705,0.0,0.0,0.0,0.0,3.0,2.55,0,0,0.0,-13.32431421548754,"('none', 'none', 'none')",TRAIN302
2,4620,0.85,0.0,1,0.15625,0.0,0.15625,0.0,0.0,2.0,1.7,0,0,0.0,-7.775049846660044,"('swap', '8', '#6')",TRAIN302
3,3210,0.85,0.0,2,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.1764705882352942,1.0,1,1,0.0,-5.000000000000001,"('swap', '4', '#6')",TRAIN302
4,1760,0.85,0,1,0.2857142857142857,0,0.2857142857142857,0.0,0,0.0,0,0,1,1.0,0,"('swap', '20', '#2')",TRAIN302
1,5876,0.51,0,2,0.08823529411764706,0,0.17647058823529413,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('swap', '19', '#3')",TRAIN304
2,1438,0.51,0,2,0.078125,0,0.15625,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN304
1,5972,0.66,120.0,2,0.29411764705882354,240.0,0.5882352941176471,91.76470588235293,79.2,1.0,0.66,0,0,0.0,-114.4491233607554,"('swap', '14', '#4')",TRAIN301
2,5972,0.66,60.0,2,0.3125,180.0,0.625,64.6875,39.6,1.0,0.66,0,0,0.0,-77.69561951225565,"('swap', '11', '#6')",TRAIN301
3,5972,0.66,45.0,2,0.3,90.0,0.6,33.0,29.700000000000003,1.0,0.66,0,0,0.0,-49.90901277761884,"('swap', '23', '#2')",TRAIN301
4,5944,0.66,45.0,2,0.25,90.0,0.5,35.357142857142854,29.700000000000003,1.0,0.66,0,0,0.0,-53.7755105612989,"('none', 'none', 'none')",TRAIN301
5,1033,0.66,0,2,0.23076923076923078,0,0.46153846153846156,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN301
1,5930,0.51,0.0,2,0.27941176470588236,0.0,0.5588235294117647,0.0,0.0,1.0,0.51,0,0,0.0,-2.6065734941032526,"('swap', '21', '#5')",TRAIN305
2,5930,0.51,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.51,0,0,0.0,-2.640541089572469,"('none', 'none', 'none')",TRAIN305
3,5930,0.51,0.0,2,0.23333333333333334,0.0,0.4666666666666667,0.0,0.0,1.0,0.51,0,0,0.0,-2.7521736096075937,"('none', 'none', 'none')",TRAIN305
4,969,0.51,0,2,0.32142857142857145,0,0.6428571428571429,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '17', '#3')",TRAIN305
1,5998,0.68,0.0,0,0.04411764705882353,0.0,0.0,0.0,0.0,3.0,2.04,0,0,0.0,-13.696865669312224,"('swap', '23', '#6')",TRAIN303
2,5862,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.04,0,0,0.0,-13.790974632996607,"('none', 'none', 'none')",TRAIN303
3,5462,0.68,0.0,1,0.11666666666666667,0.0,0.11666666666666667,0.0,0.0,2.0,1.36,0,0,0.0,-8.676098490622454,"('swap', '13', '#2')",TRAIN303
4,5452,0.68,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.68,0,0,0.0,-3.587360522560573,"('swap', '1', '#2')",TRAIN303
5,1261,0.68,0,1,0.3269230769230769,0,0.38461538461538464,0.0,0,0.0,0,0,1,1.0,0,"('swap', '3', '#2')",TRAIN303
1,5998,0.66,35.0,2,0.22058823529411764,140.0,0.4411764705882353,63.8235294117647,23.1,1.0,0.66,0,0,0.0,-71.36987322704096,"('swap', '19', '#4')",TRAIN308
2,5998,0.66,35.0,2,0.234375,140.0,0.46875,67.8125,23.1,1.0,0.66,0,0,0.0,-75.23556953777036,"('none', 'none', 'none')",TRAIN308
3,987,0.66,0,2,0.25,0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN308
1,5998,0.73,105.0,3,0.47058823529411764,315.0,1.4117647058823528,166.76470588235293,76.64999999999999,1.0,0.73,0,0,0.0,-159.07624178395596,"('swap', '3', '#3')",TRAIN309
2,5952,0.73,0.0,2,0.359375,0.0,0.71875,0.0,0.0,1.0,0.73,0,0,0.0,-4.213074204317436,"('swap', '20', '#2')",TRAIN309
3,5952,0.73,0.0,2,0.38333333333333336,0.0,0.7666666666666667,0.0,0.0,1.0,0.73,0,0,0.0,-4.29911975323961,"('none', 'none', 'none')",TRAIN309
4,737,0.73,0,2,0.375,0,0.8214285714285714,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN309
1,5998,0.87,0.0,1,0.08823529411764706,0.0,0.08823529411764706,0.0,0.0,1.0,0.87,0,0,0.0,-9.268852020919384,"('swap', '15', '#5')",TRAIN306
2,5634,0.87,0.0,1,0.09375,0.0,0.09375,0.0,0.0,1.0,0.87,0,0,0.0,-9.244284023166545,"('none', 'none', 'none')",TRAIN306
3,5584,0.87,0.0,1,0.1,0.0,0.1,0.0,0.0,1.0,0.87,0,0,0.0,-9.232773474886613,"('none', 'none', 'none')",TRAIN306
4,5450,0.87,0.0,1,0.10714285714285714,0.0,0.10714285714285714,0.0,0.0,1.0,0.87,0,0,0.0,-9.22751161145757,"('none', 'none', 'none')",TRAIN306
5,5314,0.87,0.0,1,0.11538461538461539,0.0,0.11538461538461539,0.0,0.0,1.0,0.87,0,0,0.0,-9.208796926406245,"('none', 'none', 'none')",TRAIN306
6,4386,0.87,0.0,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1.0,0.87,0,0,0.0,-3.9454007170394565,"('swap', '13', '#2')",TRAIN306
7,1651,0.87,0,1,0.2727272727272727,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '8', '#3')",TRAIN306
1,5166,0.54,45.0,2,0.29411764705882354,90.0,0.5882352941176471,26.47058823529412,24.3,1.0,0.54,0,0,0.0,-43.490327846591335,"('none', 'none', 'none')",TRAIN307
2,4656,0.54,45.0,2,0.25,90.0,0.5,22.5,24.3,1.0,0.54,0,0,0.0,-43.480508112659706,"('none', 'none', 'none')",TRAIN307
3,4568,0.54,45.0,2,0.26666666666666666,90.0,0.5333333333333333,36.0,24.3,1.0,0.54,0,0,0.0,-38.3927285801447,"('swap', '13', '#4')",TRAIN307
4,4108,0.54,45.0,2,0.2857142857142857,90.0,0.5714285714285714,32.142857142857146,24.3,1.0,0.54,0,0,0.0,-37.63412653121357,"('none', 'none', 'none')",TRAIN307
5,3852,0.54,45.0,1,0.11538461538461539,90.0,0.11538461538461539,19.03846153846154,24.3,1.0,0.54,0,0,0.0,-31.05755204029776,"('swap', '9', '#2')",TRAIN307
6,3772,0.54,45.0,1,0.2916666666666667,90.0,0.5,26.25,24.3,1.0,0.54,0,0,0.0,-24.67255634261574,"('none', 'none', 'none')",TRAIN307
7,677,0.54,0,0,0.29545454545454547,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '20', '#4')",TRAIN307
1,5338,0.66,45.0,1,0.3088235294117647,90.0,0.3088235294117647,39.705882352941174,29.700000000000003,1.0,0.66,0,0,0.0,-56.57871846284453,"('swap', '3', '#2')",TRAIN310
2,5256,0.66,45.0,1,0.265625,90.0,0.265625,37.96875,29.700000000000003,1.0,0.66,0,0,0.0,-56.08262736304787,"('none', 'none', 'none')",TRAIN310
3,5256,0.66,45.0,1,0.2833333333333333,90.0,0.2833333333333333,34.5,29.700000000000003,1.0,0.66,0,0,0.0,-55.58239857454556,"('none', 'none', 'none')",TRAIN310
4,5340,0.66,0.0,1,0.25,0.0,0.25,0.0,0.0,1.0,0.66,0,0,0.0,-5.109168580873966,"('swap', '10', '#3')",TRAIN310
5,5430,0.66,0.0,1,0.19230769230769232,0.0,0.19230769230769232,0.0,0.0,1.0,0.66,0,0,0.0,-4.71172123116041,"('none', 'none', 'none')",TRAIN310
6,5716,0.66,0.0,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1.0,0.66,0,0,0.0,-4.560783655533305,"('none', 'none', 'none')",TRAIN310
7,1904,0.66,0,0,0.29545454545454547,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '9', '#4')",TRAIN310
1,5998,0.75,75.0,2,0.36764705882352944,150.0,0.7352941176470589,55.14705882352941,56.25,1.0,0.75,0,0,0.0,-95.14906029716194,"('swap', '20', '#6')",TRAIN311
2,5970,0.75,30.0,1,0.34375,30.0,0.34375,10.3125,22.5,1.0,0.75,0,0,0.0,-30.837389696380274,"('swap', '13', '#4')",TRAIN311
3,5968,0.75,30.0,1,0.3,30.0,0.3,9.0,22.5,1.0,0.75,0,0,0.0,-31.826120616797347,"('none', 'none', 'none')",TRAIN311
4,5966,0.75,30.0,1,0.26785714285714285,30.0,0.26785714285714285,8.035714285714285,22.5,1.0,0.75,0,0,0.0,-32.850224083310856,"('none', 'none', 'none')",TRAIN311
5,5964,0.75,30.0,1,0.21153846153846154,30.0,0.21153846153846154,6.346153846153846,22.5,1.0,0.75,0,0,0.0,-33.421932539246946,"('none', 'none', 'none')",TRAIN311
6,5960,0.75,30.0,1,0.14583333333333334,30.0,0.14583333333333334,4.375,22.5,1.0,0.75,0,0,0.0,-31.91265555901397,"('none', 'none', 'none')",TRAIN311
7,2225,0.75,0,1,0.3181818181818182,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '16', '#5')",TRAIN311
1,5998,0.54,75.0,1,0.2647058823529412,75.0,0.3382352941176471,25.367647058823533,121.50000000000001,3.0,1.62,0,0,0.0,-68.82634656256943,"('swap', '16', '#2')",TRAIN313
2,5908,0.54,0.0,0,0.125,0.0,0.0,0.0,0.0,3.0,1.62,0,0,0.0,-14.160620901998275,"('swap', '18', '#4')",TRAIN313
3,5420,0.54,0.0,0,0.1,0.0,0.0,0.0,0.0,3.0,1.62,0,0,0.0,-14.515706296996504,"('none', 'none', 'none')",TRAIN313
4,4744,0.54,0.0,0,0.07142857142857142,0.0,0.0,0.0,0.0,3.0,1.62,0,0,0.0,-14.909939291927635,"('none', 'none', 'none')",TRAIN313
5,4512,0.54,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.62,0,0,0.0,-15.877784399881381,"('none', 'none', 'none')",TRAIN313
6,2408,0.54,0.0,0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,2.0,2,1,0.0,-15.0,"('swap', '12', '#5')",TRAIN313
7,2494,0.54,0.0,1,0.06818181818181818,0.0,0.06818181818181818,0.0,0.0,1.8518518518518516,1.0,1,1,0.0,-10.0,"('swap', '20', '#3')",TRAIN313
8,1255,0.54,0,0,0.2,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '3', '#3')",TRAIN313
1,5998,0.7,0,0,0.04411764705882353,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN315
2,5998,0.7,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN315
3,5998,0.7,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN315
4,5998,0.7,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN315
5,5998,0.7,0,0,0.2692307692307692,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN315
6,2125,0.7,0,0,0.20833333333333334,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('none', 'none', 'none')",TRAIN315
1,5190,0.88,30.0,1,0.38235294117647056,30.0,0.38235294117647056,11.470588235294116,52.8,2.0,1.76,0,0,0.0,-67.43310655226762,"('swap', '3', '#5')",TRAIN312
2,4844,0.88,30.0,1,0.34375,30.0,0.34375,10.3125,52.8,2.0,1.76,0,0,0.0,-67.3096555304077,"('none', 'none', 'none')",TRAIN312
3,4706,0.88,30.0,1,0.3,30.0,0.3,9.0,52.8,2.0,1.76,0,0,0.0,-67.35127149351386,"('none', 'none', 'none')",TRAIN312
4,4330,0.88,0.0,1,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.0,1.76,0,0,0.0,-12.700356721937633,"('swap', '8', '#4')",TRAIN312
5,4774,0.88,0.0,1,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,2.0,1.76,0,0,0.0,-13.468992828841644,"('none', 'none', 'none')",TRAIN312
