t,count,p,min_prone_overlap,min_n_flights,min_util,int1,int2,int3,int4,n_potential_conflics,E[n_conflicts],total_remaining_conflicts,disruption_occured,recovered,value,prev_action,folder
4,5370,0.75,0.0,1,0.19642857142857142,0.0,0.19642857142857142,0.0,0.0,2.0,1.5,0,0,0.0,-8.43901478725636,"('swap', '8', '#3')",TRAIN73
5,5372,0.75,0.0,2,0.3269230769230769,0.0,0.6538461538461539,0.0,0.0,1.0,0.75,0,0,0.0,-3.397884433290061,"('swap', '4', '#3')",TRAIN73
6,1999,0.75,0,1,0.3958333333333333,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '14', '#3')",TRAIN73
1,5998,0.67,15.0,3,0.35294117647058826,45.0,1.0588235294117647,15.882352941176473,20.1,2.0,1.34,0,0,0.0,-48.68003370538072,"('swap', '1', '#6')",TRAIN76
2,5834,0.67,15.0,3,0.34375,45.0,1.03125,15.46875,20.1,2.0,1.34,0,0,0.0,-50.97052142940996,"('none', 'none', 'none')",TRAIN76
3,3964,0.67,0.0,3,0.38333333333333336,0.0,1.45,0.0,0.0,1.4925373134328357,1.0,1,1,0.0,-20.0,"('swap', '9', '#3')",TRAIN76
4,1982,0.67,0,2,0.35714285714285715,0,1.0,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '19', '#3')",TRAIN76
1,5966,0.62,60.0,1,0.2647058823529412,60.0,0.2647058823529412,15.882352941176471,74.4,2.0,1.24,0,0,0.0,-54.104308125836255,"('swap', '8', '#3')",TRAIN75
2,5964,0.62,60.0,1,0.234375,60.0,0.234375,14.0625,74.4,2.0,1.24,0,0,0.0,-55.09214478745116,"('none', 'none', 'none')",TRAIN75
3,5956,0.62,60.0,1,0.18333333333333332,60.0,0.18333333333333332,11.0,74.4,2.0,1.24,0,0,0.0,-51.01333874111653,"('swap', '18', '#5')",TRAIN75
4,5948,0.62,60.0,2,0.26785714285714285,120.0,0.5357142857142857,40.714285714285715,37.2,1.0,0.62,0,0,0.0,-41.38807299513458,"('swap', '10', '#6')",TRAIN75
5,5948,0.62,15.0,2,0.36538461538461536,30.0,0.7307692307692307,10.961538461538462,9.3,1.0,0.62,0,0,0.0,-29.525691859970493,"('swap', '17', '#6')",TRAIN75
6,1807,0.62,0,1,0.4166666666666667,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '15', '#3')",TRAIN75
1,5998,0.63,0.0,2,0.38235294117647056,0.0,0.9117647058823529,0.0,0.0,1.0,0.63,0,0,0.0,-2.970035897115853,"('swap', '10', '#6')",TRAIN80
2,1897,0.63,0,1,0.34375,0,0.421875,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '24', '#3')",TRAIN80
1,5996,0.74,45.0,3,0.3235294117647059,135.0,0.9705882352941178,43.6764705882353,66.6,2.0,1.48,0,0,0.0,-92.98508275587356,"('swap', '14', '#5')",TRAIN79
2,4456,0.74,30.0,2,0.34375,140.0,0.875,61.25,30.0,1.3513513513513513,1.0,1,1,0.0,-80.00000000000003,"('swap', '3', '#6')",TRAIN79
3,2228,0.74,0,1,0.3,0,0.4,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '20', '#4')",TRAIN79
1,5998,0.77,30.0,2,0.16176470588235295,60.0,0.3235294117647059,9.705882352941178,69.3,3.0,2.31,0,0,0.0,-65.52222719531619,"('swap', '2', '#1')",TRAIN78
2,4678,0.77,0.0,2,0.109375,0.0,0.21875,0.0,0.0,2.5974025974025974,2.0,2,1,0.0,-10.0,"('swap', '7', '#3')",TRAIN78
3,2906,0.77,0.0,3,0.25,0.0,0.75,0.0,0.0,1.2987012987012987,1.0,1,1,0.0,-5.0,"('swap', '1', '#5')",TRAIN78
4,1555,0.77,0,3,0.26785714285714285,0,0.8035714285714286,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '2', '#5')",TRAIN78
1,5998,0.57,0.0,1,0.29411764705882354,0.0,0.38235294117647056,0.0,0.0,1.0,0.57,0,0,0.0,-2.861474785169946,"('none', 'none', 'none')",TRAIN77
2,5998,0.57,0.0,1,0.3125,0.0,0.40625,0.0,0.0,1.0,0.57,0,0,0.0,-2.9655834532282705,"('none', 'none', 'none')",TRAIN77
3,5998,0.57,0.0,1,0.2833333333333333,0.0,0.38333333333333336,0.0,0.0,1.0,0.57,0,0,0.0,-3.0862220500929425,"('none', 'none', 'none')",TRAIN77
4,5998,0.57,0.0,1,0.2857142857142857,0.0,0.3392857142857143,0.0,0.0,1.0,0.57,0,0,0.0,-3.138548190065061,"('none', 'none', 'none')",TRAIN77
5,5998,0.57,0.0,1,0.2692307692307692,0.0,0.28846153846153844,0.0,0.0,1.0,0.57,0,0,0.0,-3.138104755968232,"('none', 'none', 'none')",TRAIN77
6,5998,0.57,0.0,1,0.20833333333333334,0.0,0.22916666666666666,0.0,0.0,1.0,0.57,0,0,0.0,-3.532258251606434,"('none', 'none', 'none')",TRAIN77
7,1327,0.57,0,1,0.1590909090909091,0,0.1590909090909091,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN77
1,5946,0.52,30.0,2,0.14705882352941177,60.0,0.29411764705882354,8.823529411764707,31.200000000000003,2.0,1.04,0,0,0.0,-27.746487265686955,"('swap', '13', '#4')",TRAIN83
2,3020,0.52,0.0,3,0.28125,0.0,0.84375,0.0,0.0,1.923076923076923,1.0,1,1,0.0,-14.999999999999995,"('swap', '1', '#3')",TRAIN83
3,1510,0.52,0,3,0.38333333333333336,0,1.3,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '16', '#3')",TRAIN83
1,5998,0.81,30.0,3,0.27941176470588236,90.0,0.8382352941176471,25.147058823529413,72.9,3.0,2.43,0,0,0.0,-85.82010804024004,"('swap', '6', '#3')",TRAIN81
2,4880,0.81,15.0,3,0.296875,45.0,0.890625,13.359375,30.0,2.4691358024691357,2.0,2,1,0.0,-40.000000000000014,"('swap', '24', '#5')",TRAIN81
3,4880,0.81,5.0,2,0.36666666666666664,20.0,0.9333333333333333,7.333333333333333,5.0,1.2345679012345678,1.0,1,1,0.0,-15.0,"('swap', '14', '#4')",TRAIN81
4,2440,0.81,0,1,0.35714285714285715,0,0.39285714285714285,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '18', '#4')",TRAIN81
1,5998,0.56,15.0,1,0.23529411764705882,15.0,0.23529411764705882,3.5294117647058822,16.8,2.0,1.12,0,0,0.0,-15.428946284465436,"('swap', '11', '#6')",TRAIN84
2,5984,0.56,15.0,2,0.265625,30.0,0.59375,8.90625,8.4,1.0,0.56,0,0,0.0,-5.734641758689408,"('swap', '19', '#5')",TRAIN84
3,1302,0.56,0,2,0.26666666666666666,0,0.6333333333333333,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN84
1,5998,0.87,0.0,2,0.3382352941176471,0.0,0.6764705882352942,0.0,0.0,1.0,0.87,0,0,0.0,-4.2992474511547325,"('swap', '14', '#6')",TRAIN82
2,5998,0.87,0.0,2,0.296875,0.0,0.59375,0.0,0.0,1.0,0.87,0,0,0.0,-4.32023304571478,"('none', 'none', 'none')",TRAIN82
3,5998,0.87,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.87,0,0,0.0,-4.368629592270193,"('none', 'none', 'none')",TRAIN82
4,5998,0.87,0.0,2,0.23214285714285715,0.0,0.4642857142857143,0.0,0.0,1.0,0.87,0,0,0.0,-4.467787006140156,"('none', 'none', 'none')",TRAIN82
5,5998,0.87,0.0,2,0.21153846153846154,0.0,0.4230769230769231,0.0,0.0,1.0,0.87,0,0,0.0,-4.622536146629252,"('none', 'none', 'none')",TRAIN82
6,5998,0.87,0.0,2,0.14583333333333334,0.0,0.2916666666666667,0.0,0.0,1.0,0.87,0,0,0.0,-4.568625384398826,"('none', 'none', 'none')",TRAIN82
7,1748,0.87,0,1,0.25,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '2', '#2')",TRAIN82
1,5998,0.52,0.0,3,0.25,0.0,0.75,0.0,0.0,2.0,1.04,0,0,0.0,-5.690819404094505,"('swap', '1', '#4')",TRAIN90
2,1446,0.52,0,3,0.203125,0,0.609375,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN90
1,5998,0.73,0.0,2,0.35294117647058826,0.0,0.7058823529411765,0.0,0.0,2.0,1.46,0,0,0.0,-17.717324310038947,"('swap', '7', '#3')",TRAIN85
2,5114,0.73,0.0,2,0.3125,0.0,0.625,0.0,0.0,2.0,1.46,0,0,0.0,-17.948338027199718,"('none', 'none', 'none')",TRAIN85
3,4988,0.73,0.0,2,0.3,0.0,0.6,0.0,0.0,2.0,1.46,0,0,0.0,-18.116935252496404,"('none', 'none', 'none')",TRAIN85
4,4808,0.73,0.0,2,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,2.0,1.46,0,0,0.0,-18.136758755698178,"('none', 'none', 'none')",TRAIN85
5,4718,0.73,5.0,2,0.23076923076923078,15.0,0.6153846153846154,5.1923076923076925,3.65,1.0,0.73,0,0,0.0,-8.324108339860974,"('swap', '24', '#6')",TRAIN85
6,3500,0.73,0.0,2,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,1.36986301369863,1.0,1,1,0.0,-5.0,"('swap', '15', '#6')",TRAIN85
7,1546,0.73,0,1,0.22727272727272727,0,0.36363636363636365,0.0,0,0.0,0,0,1,1.0,0,"('swap', '11', '#2')",TRAIN85
1,5998,0.54,0.0,2,0.29411764705882354,0.0,0.5882352941176471,0.0,0.0,1.0,0.54,0,0,0.0,-2.7752181022041653,"('none', 'none', 'none')",TRAIN86
2,5998,0.54,0.0,2,0.265625,0.0,0.53125,0.0,0.0,1.0,0.54,0,0,0.0,-2.7133848208261546,"('none', 'none', 'none')",TRAIN86
3,5998,0.54,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.54,0,0,0.0,-2.620978535249215,"('none', 'none', 'none')",TRAIN86
4,5998,0.54,0.0,2,0.26785714285714285,0.0,0.5357142857142857,0.0,0.0,1.0,0.54,0,0,0.0,-2.45941184929589,"('none', 'none', 'none')",TRAIN86
5,5998,0.54,0.0,2,0.25,0.0,0.5384615384615384,0.0,0.0,1.0,0.54,0,0,0.0,-2.465998931744984,"('none', 'none', 'none')",TRAIN86
6,1048,0.54,0,1,0.22916666666666666,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '24', '#4')",TRAIN86
1,5998,0.54,15.0,2,0.3088235294117647,30.0,0.6176470588235294,9.264705882352942,8.100000000000001,1.0,0.54,0,0,0.0,-12.910890575805613,"('swap', '24', '#3')",TRAIN87
2,5998,0.54,0.0,2,0.265625,0.0,0.53125,0.0,0.0,1.0,0.54,0,0,0.0,-2.93975879045979,"('swap', '3', '#5')",TRAIN87
3,5998,0.54,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.54,0,0,0.0,-2.856867249747596,"('none', 'none', 'none')",TRAIN87
4,5998,0.54,0.0,2,0.26785714285714285,0.0,0.5357142857142857,0.0,0.0,1.0,0.54,0,0,0.0,-2.49256366306631,"('none', 'none', 'none')",TRAIN87
5,1011,0.54,0,1,0.28846153846153844,0,0.38461538461538464,0.0,0,0.0,0,0,1,1.0,0,"('swap', '1', '#4')",TRAIN87
1,5998,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.7399999999999998,0,0,0.0,-14.492453230185108,"('swap', '20', '#6')",TRAIN88
2,4614,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.7399999999999998,0,0,0.0,-14.969918035640474,"('none', 'none', 'none')",TRAIN88
3,4016,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.7399999999999998,0,0,0.0,-15.98144950615211,"('none', 'none', 'none')",TRAIN88
4,3640,0.58,0.0,1,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,2.0,1.16,0,0,0.0,-11.430667533076944,"('swap', '18', '#3')",TRAIN88
5,784,0.58,0,1,0.19230769230769232,0,0.19230769230769232,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN88
1,5998,0.87,30.0,1,0.2647058823529412,30.0,0.2647058823529412,7.9411764705882355,52.2,2.0,1.74,0,0,0.0,-61.68104881791262,"('swap', '23', '#6')",TRAIN89
2,5806,0.87,30.0,1,0.265625,30.0,0.28125,8.4375,52.2,2.0,1.74,0,0,0.0,-61.62860278462134,"('none', 'none', 'none')",TRAIN89
3,5584,0.87,30.0,1,0.16666666666666666,60.0,0.16666666666666666,23.0,26.1,1.0,0.87,0,0,0.0,-56.835146627267555,"('swap', '20', '#2')",TRAIN89
4,5598,0.87,20.0,1,0.125,20.0,0.125,2.5,17.4,1.0,0.87,0,0,0.0,-17.20860347331029,"('swap', '21', '#1')",TRAIN89
5,5598,0.87,20.0,1,0.11538461538461539,20.0,0.11538461538461539,2.307692307692308,17.4,1.0,0.87,0,0,0.0,-17.527812114759648,"('none', 'none', 'none')",TRAIN89
6,5728,0.87,20.0,1,0.125,20.0,0.125,2.5,17.4,1.0,0.87,0,0,0.0,-18.186032997569132,"('none', 'none', 'none')",TRAIN89
7,5084,0.87,5.0,1,0.11363636363636363,5.0,0.11363636363636363,0.5681818181818181,5.0,1.1494252873563218,1.0,1,1,0.0,-14.999999999999998,"('swap', '14', '#2')",TRAIN89
8,2436,0.87,0,1,0.25,0,0.4,0.0,0,0.0,0,0,1,1.0,0,"('swap', '8', '#3')",TRAIN89
1,5998,0.75,0.0,1,0.27941176470588236,0.0,0.35294117647058826,0.0,0.0,1.0,0.75,0,0,0.0,-4.182585887915212,"('swap', '11', '#6')",TRAIN97
2,1548,0.75,0,0,0.296875,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '5', '#5')",TRAIN97
1,5792,0.53,120.0,1,0.11764705882352941,120.0,0.11764705882352941,14.117647058823529,127.2,2.0,1.06,0,0,0.0,-89.4946802030368,"('swap', '18', '#4')",TRAIN96
2,1336,0.53,0,1,0.125,0,0.125,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN96
1,5998,0.61,30.0,2,0.20588235294117646,60.0,0.4117647058823529,12.352941176470587,36.6,2.0,1.22,0,0,0.0,-12.585793219770736,"('swap', '19', '#4')",TRAIN92
2,5958,0.61,30.0,1,0.21875,60.0,0.21875,13.125,18.3,1.0,0.61,0,0,0.0,-7.6875282303437045,"('swap', '9', '#2')",TRAIN92
3,5958,0.61,0.0,1,0.2,0.0,0.2,0.0,0.0,1.0,0.61,0,0,0.0,-2.910985450608299,"('swap', '10', '#2')",TRAIN92
4,5958,0.61,0.0,1,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,1.0,0.61,0,0,0.0,-2.8644979212527564,"('none', 'none', 'none')",TRAIN92
5,1154,0.61,0,1,0.19230769230769232,0,0.19230769230769232,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN92
1,5998,0.56,60.0,1,0.29411764705882354,60.0,0.29411764705882354,17.647058823529413,100.80000000000001,3.0,1.6800000000000002,0,0,0.0,-81.20103097032742,"('swap', '19', '#4')",TRAIN91
2,5786,0.56,60.0,1,0.28125,60.0,0.28125,16.875,100.80000000000001,3.0,1.6800000000000002,0,0,0.0,-79.51722719108186,"('none', 'none', 'none')",TRAIN91
3,5770,0.56,60.0,1,0.23333333333333334,60.0,0.23333333333333334,14.0,100.80000000000001,3.0,1.6800000000000002,0,0,0.0,-78.31542989444388,"('none', 'none', 'none')",TRAIN91
4,5714,0.56,30.0,2,0.30357142857142855,60.0,0.6071428571428571,18.21428571428571,33.6,2.0,1.12,0,0,0.0,-37.27627658907514,"('swap', '22', '#5')",TRAIN91
5,5688,0.56,30.0,1,0.17307692307692307,90.0,0.17307692307692307,34.61538461538461,16.8,1.0,0.56,0,0,0.0,-31.741892989624375,"('swap', '14', '#5')",TRAIN91
6,5668,0.56,35.0,1,0.3125,70.0,0.5,21.875,19.6,1.0,0.56,0,0,0.0,-26.17577503148983,"('swap', '19', '#5')",TRAIN91
7,1581,0.56,0,0,0.3181818181818182,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '6', '#4')",TRAIN91
1,5998,0.56,0.0,1,0.25,0.0,0.25,0.0,0.0,1.0,0.56,0,0,0.0,-3.2241129822356593,"('none', 'none', 'none')",TRAIN93
2,5998,0.56,0.0,1,0.21875,0.0,0.21875,0.0,0.0,1.0,0.56,0,0,0.0,-3.3068185166958615,"('none', 'none', 'none')",TRAIN93
3,5998,0.56,0.0,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1.0,0.56,0,0,0.0,-3.333092577043249,"('none', 'none', 'none')",TRAIN93
4,5998,0.56,0.0,1,0.10714285714285714,0.0,0.10714285714285714,0.0,0.0,1.0,0.56,0,0,0.0,-3.2616352204601737,"('none', 'none', 'none')",TRAIN93
5,5998,0.56,0.0,1,0.11538461538461539,0.0,0.11538461538461539,0.0,0.0,1.0,0.56,0,0,0.0,-3.0119715730857917,"('none', 'none', 'none')",TRAIN93
6,5998,0.56,0.0,1,0.125,0.0,0.125,0.0,0.0,1.0,0.56,0,0,0.0,-2.5037554144563945,"('none', 'none', 'none')",TRAIN93
7,1058,0.56,0,1,0.18181818181818182,0,0.36363636363636365,0.0,0,0.0,0,0,1,1.0,0,"('swap', '11', '#5')",TRAIN93
1,5998,0.67,0.0,1,0.22058823529411764,0.0,0.29411764705882354,0.0,0.0,1.0,0.67,0,0,0.0,-6.798543708908701,"('swap', '22', '#2')",TRAIN94
2,5980,0.67,0.0,1,0.234375,0.0,0.3125,0.0,0.0,1.0,0.67,0,0,0.0,-6.67956267283678,"('none', 'none', 'none')",TRAIN94
3,5938,0.67,0.0,1,0.25,0.0,0.3333333333333333,0.0,0.0,1.0,0.67,0,0,0.0,-6.692626367208178,"('none', 'none', 'none')",TRAIN94
4,5922,0.67,0.0,1,0.26785714285714285,0.0,0.32142857142857145,0.0,0.0,1.0,0.67,0,0,0.0,-6.96124838551826,"('none', 'none', 'none')",TRAIN94
5,5922,0.67,0.0,1,0.2692307692307692,0.0,0.2692307692307692,0.0,0.0,1.0,0.67,0,0,0.0,-7.35024906800804,"('none', 'none', 'none')",TRAIN94
6,5922,0.67,0.0,1,0.20833333333333334,0.0,0.4166666666666667,0.0,0.0,1.0,0.67,0,0,0.0,-7.246883076448438,"('none', 'none', 'none')",TRAIN94
7,1402,0.67,0,0,0.3409090909090909,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '23', '#5')",TRAIN94
1,3874,0.53,45.0,1,0.27941176470588236,45.0,0.27941176470588236,12.573529411764707,47.7,2.0,1.06,0,0,0.0,-43.907487026650976,"('swap', '4', '#6')",TRAIN95
2,3832,0.53,45.0,1,0.25,45.0,0.25,11.25,47.7,2.0,1.06,0,0,0.0,-43.09334643092801,"('none', 'none', 'none')",TRAIN95
3,2880,0.53,45.0,1,0.26666666666666666,45.0,0.26666666666666666,12.0,47.7,2.0,1.06,0,0,0.0,-37.9014997462862,"('swap', '22', '#4')",TRAIN95
4,2914,0.53,45.0,1,0.21428571428571427,45.0,0.21428571428571427,9.642857142857142,47.7,2.0,1.06,0,0,0.0,-38.97497275979725,"('none', 'none', 'none')",TRAIN95
5,3746,0.53,45.0,1,0.15384615384615385,45.0,0.15384615384615385,6.923076923076923,47.7,2.0,1.06,0,0,0.0,-42.06952673004689,"('none', 'none', 'none')",TRAIN95
6,4178,0.53,45.0,1,0.10416666666666667,45.0,0.10416666666666667,4.6875,47.7,2.0,1.06,0,0,0.0,-38.901647572987834,"('swap', '4', '#3')",TRAIN95
7,995,0.53,0,1,0.11363636363636363,0,0.11363636363636363,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN95
1,5452,0.77,0.0,0,0.17647058823529413,0.0,0.0,0.0,0.0,2.0,1.54,0,0,0.0,-9.000232106916274,"('swap', '14', '#2')",TRAIN98
2,5398,0.77,0.0,0,0.171875,0.0,0.0,0.0,0.0,2.0,1.54,0,0,0.0,-8.910702571152791,"('none', 'none', 'none')",TRAIN98
3,5364,0.77,0.0,0,0.11666666666666667,0.0,0.0,0.0,0.0,2.0,1.54,0,0,0.0,-8.73783876818046,"('none', 'none', 'none')",TRAIN98
4,5438,0.77,0.0,1,0.25,0.0,0.25,0.0,0.0,1.0,0.77,0,0,0.0,-3.568405198358769,"('swap', '6', '#3')",TRAIN98
5,5716,0.77,0.0,1,0.19230769230769232,0.0,0.19230769230769232,0.0,0.0,1.0,0.77,0,0,0.0,-3.5462675571766007,"('none', 'none', 'none')",TRAIN98
6,5800,0.77,0.0,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1.0,0.77,0,0,0.0,-3.6574789841223856,"('none', 'none', 'none')",TRAIN98
7,2222,0.77,0,0,0.20454545454545456,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '17', '#3')",TRAIN98
1,5998,0.7,120.0,1,0.17647058823529413,165.0,0.17647058823529413,29.117647058823533,84.0,1.0,0.7,0,0,0.0,-91.31082581035614,"('swap', '22', '#2')",TRAIN103
2,895,0.7,0,1,0.1875,0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN103
1,5998,0.64,30.0,1,0.10294117647058823,30.0,0.10294117647058823,3.0882352941176467,57.599999999999994,3.0,1.92,0,0,0.0,-46.800927369791665,"('swap', '11', '#6')",TRAIN102
2,5998,0.64,0.0,1,0.09375,0.0,0.09375,0.0,0.0,2.0,1.28,0,0,0.0,-7.654281050876019,"('swap', '5', '#2')",TRAIN102
3,1124,0.64,0,1,0.03333333333333333,0,0.03333333333333333,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN102
1,5998,0.72,30.0,1,0.3235294117647059,30.0,0.3235294117647059,9.705882352941178,21.599999999999998,1.0,0.72,0,0,0.0,-11.250929770179901,"('swap', '6', '#5')",TRAIN100
2,5998,0.72,0.0,1,0.296875,0.0,0.296875,0.0,0.0,1.0,0.72,0,0,0.0,-6.296377100803793,"('swap', '22', '#3')",TRAIN100
3,5996,0.72,0.0,1,0.3,0.0,0.3,0.0,0.0,1.0,0.72,0,0,0.0,-6.5610939310330805,"('none', 'none', 'none')",TRAIN100
4,5988,0.72,0.0,1,0.25,0.0,0.25,0.0,0.0,1.0,0.72,0,0,0.0,-7.0852730222344285,"('none', 'none', 'none')",TRAIN100
5,5982,0.72,0.0,1,0.19230769230769232,0.0,0.19230769230769232,0.0,0.0,1.0,0.72,0,0,0.0,-7.78266505945314,"('none', 'none', 'none')",TRAIN100
6,5974,0.72,0.0,1,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,1.0,0.72,0,0,0.0,-8.183780123940824,"('none', 'none', 'none')",TRAIN100
7,1479,0.72,0,1,0.2727272727272727,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '21', '#2')",TRAIN100
1,5998,0.7,30.0,1,0.2647058823529412,45.0,0.2647058823529412,11.911764705882353,21.0,1.0,0.7,0,0,0.0,-26.629539997174962,"('swap', '6', '#3')",TRAIN99
2,5902,0.7,30.0,1,0.21875,45.0,0.21875,9.84375,21.0,1.0,0.7,0,0,0.0,-27.330102507137788,"('none', 'none', 'none')",TRAIN99
3,5896,0.7,30.0,1,0.21666666666666667,45.0,0.21666666666666667,9.75,21.0,1.0,0.7,0,0,0.0,-27.173420839788648,"('none', 'none', 'none')",TRAIN99
4,5900,0.7,30.0,1,0.16071428571428573,45.0,0.16071428571428573,7.232142857142858,21.0,1.0,0.7,0,0,0.0,-25.759402195696406,"('none', 'none', 'none')",TRAIN99
5,5908,0.7,30.0,1,0.15384615384615385,45.0,0.15384615384615385,6.923076923076923,21.0,1.0,0.7,0,0,0.0,-22.957996912624157,"('none', 'none', 'none')",TRAIN99
6,5904,0.7,30.0,1,0.16666666666666666,45.0,0.16666666666666666,7.5,21.0,1.0,0.7,0,0,0.0,-17.623236834055895,"('none', 'none', 'none')",TRAIN99
7,2009,0.7,0,1,0.18181818181818182,0,0.18181818181818182,0.0,0,0.0,0,0,1,1.0,0,"('swap', '5', '#5')",TRAIN99
1,5900,0.5,15.0,1,0.17647058823529413,30.0,0.17647058823529413,11.911764705882351,7.5,1.0,0.5,0,0,0.0,-13.097375285459085,"('none', 'none', 'none')",TRAIN101
2,5896,0.5,15.0,1,0.1875,30.0,0.1875,11.71875,7.5,1.0,0.5,0,0,0.0,-13.398943107122552,"('none', 'none', 'none')",TRAIN101
3,5890,0.5,15.0,1,0.16666666666666666,30.0,0.16666666666666666,12.0,7.5,1.0,0.5,0,0,0.0,-12.911248082849658,"('none', 'none', 'none')",TRAIN101
4,5880,0.5,15.0,1,0.125,30.0,0.125,10.714285714285715,7.5,1.0,0.5,0,0,0.0,-11.848218471080232,"('none', 'none', 'none')",TRAIN101
5,5848,0.5,15.0,1,0.1346153846153846,30.0,0.1346153846153846,9.230769230769232,7.5,1.0,0.5,0,0,0.0,-10.771718084504462,"('none', 'none', 'none')",TRAIN101
6,5840,0.5,15.0,1,0.14583333333333334,30.0,0.14583333333333334,10.0,7.5,1.0,0.5,0,0,0.0,-9.606539960506627,"('none', 'none', 'none')",TRAIN101
7,1499,0.5,0,1,0.1590909090909091,0,0.1590909090909091,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN101
1,5998,0.86,0,1,0.14705882352941177,0,0.14705882352941177,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('swap', '24', '#5')",TRAIN105
2,5998,0.86,0,1,0.15625,0,0.15625,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN105
3,5998,0.86,0,1,0.11666666666666667,0,0.11666666666666667,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN105
4,5998,0.86,0,1,0.3392857142857143,0,0.42857142857142855,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN105
5,2589,0.86,0,1,0.3076923076923077,0,0.38461538461538464,0.0,0,0.0,0,0,1,1.0,0,"('none', 'none', 'none')",TRAIN105
1,5998,0.58,0.0,3,0.3382352941176471,0.0,1.0147058823529411,0.0,0.0,2.0,1.16,0,0,0.0,-12.565052022644515,"('swap', '4', '#6')",TRAIN107
2,1316,0.58,0,3,0.296875,0,0.890625,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN107
1,5910,0.51,15.0,1,0.3382352941176471,15.0,0.3382352941176471,5.0735294117647065,15.3,2.0,1.02,0,0,0.0,-19.38916318005944,"('swap', '3', '#6')",TRAIN104
2,5888,0.51,15.0,1,0.296875,15.0,0.296875,4.453125,15.3,2.0,1.02,0,0,0.0,-19.70438436607022,"('none', 'none', 'none')",TRAIN104
3,5866,0.51,15.0,2,0.2833333333333333,30.0,0.5666666666666667,14.0,7.65,1.0,0.51,0,0,0.0,-15.306002959511865,"('swap', '6', '#3')",TRAIN104
4,5862,0.51,15.0,2,0.25,30.0,0.5,12.857142857142856,7.65,1.0,0.51,0,0,0.0,-16.150034600517976,"('none', 'none', 'none')",TRAIN104
5,5852,0.51,15.0,2,0.19230769230769232,30.0,0.38461538461538464,11.538461538461538,7.65,1.0,0.51,0,0,0.0,-16.911530236968566,"('none', 'none', 'none')",TRAIN104
6,1440,0.51,0,2,0.125,0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN104
